index,price,type,size,municipality,district
9485,2500,3,120.0,Santa Maria Maior,Lisboa
9486,665,2,50.0,Loures,Lisboa
9487,875,2,50.0,Loures,Lisboa
9488,550,1,50.0,Glória e Vera Cruz,Aveiro
9489,900,3,113.0,Glória e Vera Cruz,Aveiro
9490,580,1,50.0,Almada,Setúbal
9491,900,2,86.0,Foz do Douro e Nevogilde,Porto
9492,540,2,95.0,Paranhos,Porto
9493,1190,2,69.0,Misericórdia,Lisboa
9494,550,2,100.0,Braga (São José de São Lázaro e São João do Souto),Braga
9495,650,1,60.0,Albufeira,Faro
9497,750,2,80.0,Odivelas,Lisboa
9498,550,1,36.0,Estrela,Lisboa
9499,640,3,105.0,São Sebastião,Setúbal
9500,650,2,45.75,Guimarães,Braga
9501,650,2,57.0,Loures,Lisboa
9502,650,2,75.0,Amadora,Lisboa
9504,1500,1,82.0,Cascais,Lisboa
9505,1500,2,83.0,Cascais,Lisboa
9508,650,3,120.0,São Nicolau e Vitória,Porto
9509,1500,1,62.0,Santa Maria Maior,Lisboa
9510,1050,1,30.0,São Vicente,Lisboa
9511,400,0,45.0,Bonfim,Porto
9512,1500,2,82.05,Santa Maria Maior,Lisboa
9513,420,0,35.0,Guimarães,Braga
9516,1650,0,35.0,Cascais,Lisboa
9517,1500,2,100.0,Cascais,Lisboa
9518,700,1,101.0,Vila Nova de Gaia,Porto
9519,750,1,40.0,Arroios,Lisboa
9520,970,1,45.0,Alcântara,Lisboa
9521,850,2,60.0,Campo de Ourique,Lisboa
9522,750,0,40.0,Misericórdia,Lisboa
9523,690,2,87.0,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal
9524,900,3,104.0,Amadora,Lisboa
9526,580,1,55.0,Amadora,Lisboa
9527,690,3,110.0,Dume e Semelhe,Braga
9528,950,3,90.0,Odivelas,Lisboa
9529,1150,2,74.0,Campo de Ourique,Lisboa
9530,750,2,75.0,Almada,Setúbal
9531,1300,3,125.0,Campo de Ourique,Lisboa
9533,600,1,45.0,São Vicente,Lisboa
9534,850,2,70.0,São Domingos de Benfica,Lisboa
9535,750,1,41.0,São Nicolau e Vitória,Porto
9536,900,2,75.0,Benfica,Lisboa
9537,1250,2,72.0,Avenidas Novas,Lisboa
9538,1500,1,73.0,Santa Maria Maior,Lisboa
9539,1290,2,130.0,Penha de França,Lisboa
9540,1090,1,65.0,Avenidas Novas,Lisboa
9541,750,2,90.0,Vila Nova de Gaia,Porto
9542,650,0,61.0,São Nicolau e Vitória,Porto
9543,750,1,50.0,Guimarães,Braga
9544,1000,2,60.0,Avenidas Novas,Lisboa
9545,800,2,71.61,São Nicolau e Vitória,Porto
9546,850,2,98.0,Glória e Vera Cruz,Aveiro
9547,950,1,60.0,Foz do Douro e Nevogilde,Porto
9548,800,1,54.0,Santo António,Lisboa
9549,1200,2,86.0,Oeiras,Lisboa
9550,950,1,70.0,Cascais,Lisboa
9551,1350,4,145.0,Lordelo do Ouro e Massarelos,Porto
9553,900,0,45.0,Cascais,Lisboa
9554,925,1,45.0,Avenidas Novas,Lisboa
9555,1500,1,55.14,Santa Maria Maior,Lisboa
9556,500,1,25.0,Almedina e São Bartolomeu),Coimbra
9559,650,1,46.0,Sintra,Lisboa
9560,450,3,120.0,Ferreiros e Gondizalves,Braga
9561,2000,5,170.0,São Nicolau e Vitória,Porto
9562,755,1,70.0,Lumiar,Lisboa
9563,850,2,55.0,Avenidas Novas,Lisboa
9564,850,1,40.0,Misericórdia,Lisboa
9565,2800,3,134.0,Campo de Ourique,Lisboa
9567,650,2,90.0,Vila do Conde,Porto
9568,800,1,40.0,Misericórdia,Lisboa
9569,900,2,68.0,Misericórdia,Lisboa
9570,700,1,70.0,Loures,Lisboa
9571,1300,3,95.0,São Vicente,Lisboa
9572,450,0,45.0,Portimão,Faro
9576,1600,1,70.0,Cascais,Lisboa
9578,650,2,74.0,Barreiro,Setúbal
9580,900,3,145.0,Fraião e Lamaçães,Braga
9581,1100,2,85.0,Mafra,Lisboa
9582,2350,5,220.0,Alvalade,Lisboa
9584,380,1,50.0,Almedina e São Bartolomeu),Coimbra
9585,825,1,62.0,Almada,Setúbal
9586,750,1,50.0,Campolide,Lisboa
9587,1650,2,87.16,Cascais,Lisboa
9588,5000,5,273.0,Misericórdia,Lisboa
9589,750,2,65.0,Olivais,Lisboa
9590,1500,1,63.0,Avenidas Novas,Lisboa
9591,600,2,60.0,Glória e Vera Cruz,Aveiro
9592,650,2,60.0,Amadora,Lisboa
9593,650,3,100.0,Montijo,Setúbal
9594,650,3,100.0,Barreiro,Setúbal
9595,1400,4,120.0,São Nicolau e Vitória,Porto
9596,520,2,100.0,Vila Nova de Famalicão,Braga
9597,800,2,75.0,Oeiras,Lisboa
9598,1300,3,118.0,Vila Franca de Xira,Lisboa
9599,500,1,66.0,Guimarães,Braga
9600,750,2,90.0,Vila Nova de Gaia,Porto
9601,600,3,200.0,Santo Tirso,Porto
9602,875,1,40.0,São Domingos de Benfica,Lisboa
9603,700,2,80.0,Olivais,Lisboa
9604,1400,2,92.0,Vila Nova de Gaia,Porto
9605,600,3,128.0,Entroncamento,Santarém
9607,7500,3,233.0,Misericórdia,Lisboa
9608,675,1,45.0,Santo António,Lisboa
9609,700,2,70.0,Loulé,Faro
9611,725,1,45.0,Santo António,Lisboa
9612,800,2,65.0,Alvalade,Lisboa
9613,1075,2,105.0,Lumiar,Lisboa
9614,3500,4,280.0,Areeiro,Lisboa
9615,1400,5,130.0,Arroios,Lisboa
9616,850,1,18.0,Santa Maria Maior,Lisboa
9617,875,1,60.0,Lumiar,Lisboa
9618,1100,3,100.0,Arroios,Lisboa
9619,650,1,55.0,Glória e Vera Cruz,Aveiro
9621,720,2,58.0,Olivais,Lisboa
9622,2750,4,180.0,Campolide,Lisboa
9623,900,3,75.0,São Vicente,Lisboa
9624,1400,3,95.0,Almada,Setúbal
9626,1700,2,100.0,Lumiar,Lisboa
9627,700,2,100.0,Fraião e Lamaçães,Braga
9629,950,1,150.0,Cascais,Lisboa
9630,500,2,80.0,Guimarães,Braga
9631,1560,1,91.0,Cascais,Lisboa
9632,650,0,33.0,Cascais,Lisboa
9633,1150,3,120.0,São Domingos de Benfica,Lisboa
9634,850,1,60.0,Arroios,Lisboa
9636,650,1,60.52,Vila Nova de Gaia,Porto
9637,650,1,52.0,Matosinhos,Porto
9638,1000,3,93.0,Matosinhos,Porto
9639,500,1,60.0,Amadora,Lisboa
9640,490,1,55.0,Vila Nova de Gaia,Porto
9641,700,2,90.0,Montijo,Setúbal
9642,680,1,60.0,São Vicente,Lisboa
9645,850,2,60.0,Ajuda,Lisboa
9646,850,2,80.0,Seixal,Setúbal
9647,525,1,55.0,Sintra,Lisboa
9648,450,1,69.0,Arruda dos Vinhos,Lisboa
9649,750,1,50.0,Beato,Lisboa
9650,1900,4,134.0,Foz do Douro e Nevogilde,Porto
9651,600,2,52.0,Loures,Lisboa
9652,700,2,78.0,Matosinhos,Porto
9653,450,1,40.0,Vila Nova de Gaia,Porto
9654,680,2,70.0,Beato,Lisboa
9656,600,2,95.0,São Victor,Braga
9657,650,3,100.0,Vila do Conde,Porto
9658,750,2,105.0,Vila Nova de Gaia,Porto
9659,800,2,110.0,Portimão,Faro
9660,850,3,180.0,Glória e Vera Cruz,Aveiro
9661,800,2,72.0,São Nicolau e Vitória,Porto
9663,500,2,65.0,Gondomar,Porto
9664,560,0,30.0,Matosinhos,Porto
9665,1100,2,110.0,Lordelo do Ouro e Massarelos,Porto
9667,450,0,55.0,Paranhos,Porto
9668,650,2,81.0,Vila Franca de Xira,Lisboa
9669,600,1,45.0,Paranhos,Porto
9670,650,2,67.0,Odivelas,Lisboa
9671,350,2,55.0,Nazaré,Leiria
9672,900,1,55.0,São Domingos de Benfica,Lisboa
9673,780,2,84.0,Vila Franca de Xira,Lisboa
9674,320,0,18.0,Santo António dos Olivais,Coimbra
9675,1300,3,130.0,Vila Nova de Gaia,Porto
9676,630,3,118.0,Santa Maria da Feira,Aveiro
9677,550,1,75.0,Vila Nova de Gaia,Porto
9678,550,1,50.0,Paranhos,Porto
9679,550,1,25.0,Arroios,Lisboa
9680,3750,4,292.0,Avenidas Novas,Lisboa
9681,890,1,65.0,Avenidas Novas,Lisboa
9682,1900,3,140.0,Campolide,Lisboa
9683,450,1,54.0,Vila Nova de Gaia,Porto
9684,600,1,31.0,São Nicolau e Vitória,Porto
9685,500,0,42.0,Santo António dos Olivais,Coimbra
9686,900,0,40.0,Misericórdia,Lisboa
9687,700,2,1.0,São Victor,Braga
9688,800,3,72.0,Lumiar,Lisboa
9690,380,2,90.0,Entroncamento,Santarém
9691,420,1,52.0,Covilhã,Castelo Branco
9692,680,2,54.0,Loures,Lisboa
9694,1600,1,64.0,São Nicolau e Vitória,Porto
9695,650,1,50.0,Glória e Vera Cruz,Aveiro
9696,800,2,45.0,Oeiras,Lisboa
9697,1500,1,60.0,Avenidas Novas,Lisboa
9698,1350,2,60.0,Santo António,Lisboa
9699,1750,2,90.0,Avenidas Novas,Lisboa
9700,500,1,70.0,Portimão,Faro
9702,1250,3,150.0,Vila Nova de Gaia,Porto
9703,300,0,14.4,Santa Clara e Castelo Viegas,Coimbra
9704,1900,4,200.0,Vila Nova de Gaia,Porto
9705,900,2,140.0,Ramalde,Porto
9706,450,1,46.0,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal
9707,520,1,52.0,São Sebastião,Setúbal
9708,1250,2,67.0,Misericórdia,Lisboa
9709,1900,4,190.0,Vila Nova de Gaia,Porto
9710,700,1,65.0,Guimarães,Braga
9711,1200,2,95.0,Matosinhos,Porto
9712,800,4,94.3,Almedina e São Bartolomeu),Coimbra
9713,1250,3,96.0,Oeiras,Lisboa
9714,500,3,90.0,Gondomar,Porto
9715,320,1,50.0,Barreira e Cortes,Leiria
9716,600,1,67.0,Ajuda,Lisboa
9717,1100,3,115.0,Cascais,Lisboa
9718,600,2,73.0,Sintra,Lisboa
9719,849,1,50.0,Oeiras,Lisboa
9720,700,2,72.0,Olivais,Lisboa
9721,700,2,78.0,Loulé,Faro
9722,590,3,125.0,São Victor,Braga
9723,400,0,95.0,Castelo Branco,Castelo Branco
9724,1000,3,124.0,Paranhos,Porto
9725,1050,2,115.0,Lordelo do Ouro e Massarelos,Porto
9726,650,1,60.0,Alcobaça,Leiria
9727,580,1,55.0,São Nicolau e Vitória,Porto
9728,600,1,90.0,Sintra,Lisboa
9729,180,4,130.0,Vila Nova de Gaia,Porto
9730,800,1,69.0,Amadora,Lisboa
9731,500,1,65.0,Darque,Viana do Castelo
9732,680,3,94.0,Seixal,Setúbal
9733,750,3,105.0,São Sebastião,Setúbal
9734,730,2,70.0,Benfica,Lisboa
9735,570,2,100.0,Moita,Setúbal
9736,1150,3,120.0,São Nicolau e Vitória,Porto
9737,800,2,50.0,Ajuda,Lisboa
9738,450,2,120.0,Penafiel,Porto
9740,700,3,90.0,Almada,Setúbal
9741,650,4,130.0,Santo António dos Olivais,Coimbra
9742,575,0,40.0,Campanhã,Porto
9743,700,2,71.0,Sintra,Lisboa
9744,1200,2,55.76,Cascais,Lisboa
9745,650,2,75.0,Odivelas,Lisboa
9746,650,1,60.0,Santa Maria Maior,Lisboa
9747,680,1,66.0,Ajuda,Lisboa
9748,750,1,70.0,Arroios,Lisboa
9749,620,1,43.5,São Nicolau e Vitória,Porto
9750,650,2,80.0,Vila Franca de Xira,Lisboa
9751,2000,5,170.0,Avenidas Novas,Lisboa
9752,1050,0,54.7,Misericórdia,Lisboa
9753,500,3,100.0,Mateus,Vila Real
9754,1200,1,90.0,Funchal,Ilha da Madeira
9756,1500,3,147.0,Sines,Setúbal
9757,700,2,78.0,Bonfim,Porto
9758,690,2,95.0,Portimão,Faro
9759,600,1,70.0,Sintra,Lisboa
9761,450,1,70.0,Ílhavo,Aveiro
9765,700,1,45.0,Penha de França,Lisboa
9766,1000,2,112.0,Foz do Douro e Nevogilde,Porto
9767,800,1,52.0,São Nicolau e Vitória,Porto
9768,650,1,35.0,São Nicolau e Vitória,Porto
9770,890,2,50.0,Santa Maria Maior,Lisboa
9771,650,2,97.0,Portimão,Faro
9772,1000,2,45.0,Santo António,Lisboa
9774,1250,3,90.0,Arroios,Lisboa
9776,2200,3,165.0,Avenidas Novas,Lisboa
9777,800,2,81.0,Maia,Porto
9778,1450,3,120.0,Alvalade,Lisboa
9779,600,1,48.0,Campolide,Lisboa
9780,1200,2,96.0,Matosinhos,Porto
9781,600,2,90.0,Vila Nova de Gaia,Porto
9782,600,1,60.0,Oeiras,Lisboa
9783,950,4,190.0,Sé e Cividade),Braga
9785,1150,3,130.0,Sintra,Lisboa
9786,1400,3,100.0,Arroios,Lisboa
9787,1100,1,65.0,Sintra,Lisboa
9788,1200,1,66.0,Cascais,Lisboa
9789,2000,5,184.0,São Nicolau e Vitória,Porto
9790,750,2,90.0,Bonfim,Porto
9791,635,1,60.0,Palmela,Setúbal
9792,1000,0,21.0,Albufeira,Faro
9793,750,2,80.0,Mafra,Lisboa
9794,600,1,30.0,Paranhos,Porto
9796,1850,3,135.0,São Domingos de Benfica,Lisboa
9797,1300,2,94.0,Matosinhos,Porto
9798,350,2,100.0,Paranhos,Porto
9799,693,2,145.0,Alcácer do Sal,Setúbal
9800,850,2,120.0,Faro (Sé e São Pedro),Faro
9802,700,3,106.0,Marrazes e Barosa,Leiria
9803,850,1,58.0,Cascais,Lisboa
9804,950,2,95.0,Lumiar,Lisboa
9805,700,3,130.0,Valongo,Porto
9806,850,2,80.0,Avenidas Novas,Lisboa
9807,910,3,140.0,São Nicolau e Vitória,Porto
9808,700,1,45.0,Campanhã,Porto
9809,1600,3,136.0,São Domingos de Benfica,Lisboa
9810,500,3,90.0,Olhão,Faro
9811,695,1,60.0,Lordelo do Ouro e Massarelos,Porto
9812,650,2,75.0,Vila Nova de Gaia,Porto
9813,750,3,120.0,Matosinhos,Porto
9814,380,1,1.0,Vila Franca de Xira,Lisboa
9815,650,1,40.0,Paranhos,Porto
9816,475,1,77.0,Matosinhos,Porto
9817,450,1,65.0,Guimarães,Braga
9819,445,2,60.0,São Sebastião,Setúbal
9821,750,3,127.0,Braga (São José de São Lázaro e São João do Souto),Braga
9822,400,2,65.0,Benavente,Santarém
9823,950,4,190.0,Guimarães,Braga
9824,450,1,30.0,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal
9825,590,1,65.0,Glória e Vera Cruz,Aveiro
9826,4350,10,310.0,Santa Maria Maior,Lisboa
9827,550,2,77.0,Portimão,Faro
9828,400,1,50.0,Gualtar,Braga
9829,550,0,52.0,Lordelo do Ouro e Massarelos,Porto
9830,650,2,80.0,Loures,Lisboa
9831,480,1,45.0,Matosinhos,Porto
9832,600,1,80.0,São Nicolau e Vitória,Porto
9833,950,2,87.0,Santa Maria Maior,Lisboa
9834,650,0,21.0,São Vicente,Lisboa
9835,750,3,81.0,Braga (São José de São Lázaro e São João do Souto),Braga
9836,950,2,62.0,Bonfim,Porto
9837,1000,3,92.0,Albufeira,Faro
9838,700,1,39.0,São Nicolau e Vitória,Porto
9839,1500,3,92.0,Albufeira,Faro
9840,630,2,89.0,Almada,Setúbal
9841,900,3,104.0,Santo António dos Olivais,Coimbra
9842,750,2,94.0,Odivelas,Lisboa
9843,550,3,120.0,Póvoa de Lanhoso,Braga
9844,1200,3,115.0,Alvalade,Lisboa
9845,800,4,111.0,São Sebastião,Setúbal
9847,600,1,45.0,Bonfim,Porto
9848,500,2,95.0,Penafiel,Porto
9849,1200,3,120.0,Oeiras,Lisboa
9850,670,2,95.0,Vila Nova de Gaia,Porto
9852,900,2,110.0,Matosinhos,Porto
9853,485,2,10.0,Vagos,Aveiro
9854,650,0,49.0,Cascais,Lisboa
9855,700,3,100.0,Bonfim,Porto
9856,650,1,50.0,Belém,Lisboa
9857,330,0,29.0,Santo António dos Olivais,Coimbra
9858,575,2,86.5,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,Viana do Castelo
9859,900,2,70.0,São Domingos de Benfica,Lisboa
9860,600,2,110.0,São Pedro e São Dinis),Vila Real
9861,220,1,80.0,Vila Pouca de Aguiar,Vila Real
9862,450,1,60.0,Campanhã,Porto
9863,950,3,140.0,Glória e Vera Cruz,Aveiro
9864,750,3,150.0,São Victor,Braga
9865,900,2,70.0,Cascais,Lisboa
9866,400,0,40.0,Santo António dos Olivais,Coimbra
9867,450,0,30.0,Loures,Lisboa
9868,700,2,60.0,Beato,Lisboa
9869,450,1,50.0,Torres Vedras,Lisboa
9870,650,3,140.0,Odivelas,Lisboa
9871,400,1,86.0,Portimão,Faro
9872,750,2,60.0,Loures,Lisboa
9873,650,2,90.0,Povoa de Varzim,Porto
9875,325,2,72.0,Estremoz,Évora
9876,500,2,100.0,Ponta do Sol,Ilha da Madeira
9877,590,1,30.0,Arroios,Lisboa
9879,750,3,70.0,Barreiro,Setúbal
9880,680,2,78.0,Barreiro,Setúbal
9881,900,3,97.0,Sintra,Lisboa
9882,475,0,40.0,Santo António dos Olivais,Coimbra
9883,650,3,250.0,Esgueira,Aveiro
9884,600,2,100.0,São Victor,Braga
9886,650,3,130.0,Fraião e Lamaçães,Braga
9887,675,2,80.0,Seixal,Setúbal
9888,550,0,30.0,Sintra,Lisboa
9889,800,4,111.0,Arroios,Lisboa
9890,475,3,97.0,Salvaterra de Magos,Santarém
9891,850,3,102.0,Bonfim,Porto
9892,750,3,150.0,Vila Nova de Gaia,Porto
9893,750,2,100.0,Vila Nova de Gaia,Porto
9894,795,1,70.0,Vila Nova de Gaia,Porto
9896,300,1,50.0,Fundão,Castelo Branco
9897,400,2,70.0,Eiras e São Paulo de Frades,Coimbra
9898,1000,3,90.0,São Domingos de Benfica,Lisboa
9899,500,0,30.0,Oeiras,Lisboa
9901,600,1,45.0,Misericórdia,Lisboa
9902,700,2,70.0,Vila Franca de Xira,Lisboa
9903,750,2,80.0,Arroios,Lisboa
9904,1900,4,130.0,Arroios,Lisboa
9905,900,2,88.0,Loures,Lisboa
9906,475,3,111.0,Soure,Coimbra
9908,680,10,90.0,Lumiar,Lisboa
9909,550,2,77.0,Barreira e Cortes,Leiria
9910,700,2,69.0,Almada,Setúbal
9911,1200,2,80.0,Almada,Setúbal
9912,650,2,70.0,Almada,Setúbal
9914,550,2,65.0,Viseu,Viseu
9915,450,1,70.0,Viseu,Viseu
9916,600,2,80.0,Povoa de Varzim,Porto
9918,600,0,44.0,Sé e Cividade),Braga
9921,875,2,82.0,Campanhã,Porto
9922,1750,2,100.0,Avenidas Novas,Lisboa
9927,1050,2,100.0,Matosinhos,Porto
9929,450,0,25.0,Braga (São José de São Lázaro e São João do Souto),Braga
9930,1000,2,84.0,Alvalade,Lisboa
9931,700,0,60.0,São Nicolau e Vitória,Porto
9932,160,4,5.0,Odivelas,Lisboa
9933,265,0,36.0,Ovar,Aveiro
9934,1200,3,85.0,Oeiras,Lisboa
9935,750,2,65.0,Cascais,Lisboa
9936,650,1,47.0,Cascais,Lisboa
9938,750,2,70.0,Glória e Vera Cruz,Aveiro
9939,550,3,115.0,São Vicente,Braga
9940,600,2,80.0,Peniche,Leiria
9941,950,2,70.0,Oeiras,Lisboa
9942,450,2,80.0,Marinha Grande,Leiria
9943,500,2,25.0,São Vicente,Lisboa
9944,900,1,50.0,São Vicente,Lisboa
9945,850,4,100.0,Amadora,Lisboa
9946,700,2,90.0,Amadora,Lisboa
9948,800,3,135.0,Barreiro,Setúbal
9952,1400,5,130.0,Olivais,Lisboa
9953,1200,4,112.0,Arroios,Lisboa
9954,1100,0,130.0,Braga (São José de São Lázaro e São João do Souto),Braga
9955,1100,3,115.0,Bonfim,Porto
9956,650,1,70.0,Braga (São José de São Lázaro e São João do Souto),Braga
9957,550,1,60.0,Seixal,Setúbal
9958,650,2,95.0,Palmela,Setúbal
9959,900,2,80.0,Lumiar,Lisboa
9960,450,2,110.0,Ponta do Sol,Ilha da Madeira
9961,550,2,80.0,São Vicente,Braga
9962,375,2,80.0,Areosa,Viana do Castelo
9965,850,3,120.0,Bonfim,Porto
9966,1900,5,168.0,Ramalde,Porto
9967,1700,4,168.0,Ramalde,Porto
9968,700,3,130.0,Bonfim,Porto
9969,580,1,50.0,Paranhos,Porto
9970,325,1,62.0,Esposende,Braga
9971,850,1,50.0,Oeiras,Lisboa
9973,900,3,100.0,Faro (Sé e São Pedro),Faro
9974,1100,2,82.0,Santa Maria Maior,Lisboa
9975,1490,3,130.0,Amadora,Lisboa
9976,750,1,53.0,Cascais,Lisboa
9977,1200,3,100.0,Oeiras,Lisboa
9978,980,2,100.0,Oeiras,Lisboa
9979,950,2,100.0,Oeiras,Lisboa
9980,800,2,80.0,Benfica,Lisboa
9981,650,1,63.0,Foz do Douro e Nevogilde,Porto
9982,900,1,65.0,Santa Maria Maior,Lisboa
9983,600,2,48.0,Odivelas,Lisboa
9985,800,3,120.0,Funchal,Ilha da Madeira
9986,420,2,70.0,Santo António dos Olivais,Coimbra
9987,1100,3,140.0,Santa Maria Maior,Lisboa
9988,780,3,45.0,Penha de França,Lisboa
9989,435,1,60.0,Vila Nova de Gaia,Porto
9990,450,1,40.0,Vila Nova de Gaia,Porto
9991,600,3,62.0,Esgueira,Aveiro
9992,400,0,40.0,Portimão,Faro
9993,700,2,200.0,São Vicente,Lisboa
9994,850,3,80.0,Santa Maria Maior,Lisboa
9995,900,3,160.0,Paranhos,Porto
9997,660,2,115.0,Maia,Porto
9998,550,0,45.0,Lordelo do Ouro e Massarelos,Porto
9999,500,1,80.0,Vila Nova de Gaia,Porto
10000,550,2,70.0,Barreiro,Setúbal
10001,2200,3,145.0,Campo de Ourique,Lisboa
10002,650,2,90.0,Moita,Setúbal
10003,450,1,56.0,Águeda,Aveiro
10005,600,1,35.0,Oeiras,Lisboa
10006,500,2,170.0,Ponta do Sol,Ilha da Madeira
10007,425,1,56.0,Vila Nova de Gaia,Porto
10008,450,2,1.0,Lourinhã,Lisboa
10009,850,2,63.0,Oeiras,Lisboa
10010,500,1,55.0,Vila Nova de Gaia,Porto
10011,530,2,102.0,Vila Nova de Gaia,Porto
10012,450,2,90.0,Marinha Grande,Leiria
10013,800,1,67.0,Vila Franca de Xira,Lisboa
10014,650,3,120.0,Sé e Cividade),Braga
10015,425,1,40.0,Praia da Vitória,Ilha Terceira
10016,60,2,5.0,Abrantes,Santarém
10017,750,3,110.0,Paranhos,Porto
10018,500,4,111.0,Paredes,Porto
10019,650,1,50.0,Maia,Porto
10020,875,3,120.0,Lumiar,Lisboa
10022,500,2,80.0,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal
10023,700,3,130.0,Fraião e Lamaçães,Braga
10024,685,2,85.0,Almada,Setúbal
10025,800,1,75.0,Lordelo do Ouro e Massarelos,Porto
10026,540,1,58.0,Ramalde,Porto
10027,4450,1,40.0,Bonfim,Porto
10028,650,2,60.0,Odivelas,Lisboa
10029,525,3,98.0,Vagos,Aveiro
10030,900,2,72.0,Alvalade,Lisboa
10031,380,1,68.0,Caminha,Viana do Castelo
10032,500,1,56.0,Silves,Faro
10033,650,2,80.0,Funchal,Ilha da Madeira
10034,400,1,55.63,Sé e Cividade),Braga
10035,450,1,40.0,Montijo,Setúbal
10036,900,3,70.0,Santa Maria Maior,Lisboa
10038,800,2,100.0,Loures,Lisboa
10039,900,2,75.0,Campolide,Lisboa
10040,675,2,60.0,Odivelas,Lisboa
10041,750,2,65.0,Oeiras,Lisboa
10042,1275,3,125.0,Alvalade,Lisboa
10043,980,4,100.0,Mafra,Lisboa
10044,650,2,75.0,Seixal,Setúbal
10045,565,1,55.0,Amadora,Lisboa
10046,750,3,65.0,Ajuda,Lisboa
10048,700,2,99.0,Torres Vedras,Lisboa
10049,850,2,80.0,Benfica,Lisboa
10050,610,1,45.0,Bonfim,Porto
10051,570,1,61.0,Bonfim,Porto
10052,900,3,119.0,Marvila,Lisboa
10053,650,2,78.0,Seixal,Setúbal
10054,1150,3,97.0,Penha de França,Lisboa
10055,750,2,80.0,Almada,Setúbal
10057,475,2,60.0,Fraião e Lamaçães,Braga
10058,900,3,200.0,Eiras e São Paulo de Frades,Coimbra
10059,700,3,70.0,Ramalde,Porto
10060,600,2,85.0,Bonfim,Porto
10061,750,3,210.0,Vila Nova de Famalicão,Braga
10062,700,3,110.0,Vila Nova de Gaia,Porto
10063,1400,3,145.0,Lumiar,Lisboa
10064,750,3,95.0,Loures,Lisboa
10065,670,2,84.0,Glória e Vera Cruz,Aveiro
10066,650,3,100.0,São Vicente,Braga
10067,750,2,29.81,Amadora,Lisboa
10068,600,1,60.0,Dume e Semelhe,Braga
10069,550,3,100.0,Olhão,Faro
10070,600,1,75.0,Vila Nova de Gaia,Porto
10071,600,0,34.0,Misericórdia,Lisboa
10072,600,2,52.86,Amadora,Lisboa
10073,620,2,80.0,Odivelas,Lisboa
10074,800,1,40.0,Santa Clara,Lisboa
10075,750,2,70.0,Arroios,Lisboa
10076,650,1,40.0,Ajuda,Lisboa
10077,650,3,110.0,Vila do Conde,Porto
10078,650,3,135.0,São Vicente,Braga
10079,650,2,84.0,Albufeira,Faro
10080,800,3,90.0,Sintra,Lisboa
10081,850,3,95.0,Amadora,Lisboa
10082,500,0,40.0,Bonfim,Porto
10083,600,1,40.0,Olivais,Lisboa
10084,950,3,250.0,Felgueiras,Porto
10085,800,3,78.0,Loures,Lisboa
10086,1400,3,180.0,Portimão,Faro
10087,220,1,60.0,Viseu,Viseu
10088,750,4,156.0,Torres Vedras,Lisboa
10089,900,3,70.0,Ajuda,Lisboa
10090,690,0,36.0,Santa Maria Maior,Lisboa
10091,650,2,80.0,Gondomar,Porto
10092,850,1,120.0,Cascais,Lisboa
10093,950,2,120.0,Maia,Porto
10094,890,1,68.0,Oeiras,Lisboa
10096,1950,3,160.0,Foz do Douro e Nevogilde,Porto
10097,550,1,55.0,Matosinhos,Porto
10098,500,2,70.0,Almedina e São Bartolomeu),Coimbra
10099,600,3,120.0,Fraião e Lamaçães,Braga
10100,575,1,60.0,Loures,Lisboa
10101,600,1,65.0,Gualtar,Braga
10102,650,2,110.0,São Victor,Braga
10103,800,1,80.0,Foz do Douro e Nevogilde,Porto
10104,700,3,120.0,Campanhã,Porto
10105,460,3,144.0,Ovar,Aveiro
10106,625,2,90.0,Fraião e Lamaçães,Braga
10107,600,2,60.0,Matosinhos,Porto
10108,900,3,75.0,Avenidas Novas,Lisboa
10109,500,1,48.0,Paranhos,Porto
10110,1390,3,116.0,Sintra,Lisboa
10111,600,1,65.0,Odivelas,Lisboa
10112,1600,2,68.0,Sintra,Lisboa
10113,1390,2,110.0,Parque das Nações,Lisboa
10114,750,1,80.0,Matosinhos,Porto
10115,900,3,120.0,Paranhos,Porto
10116,750,3,70.0,Odivelas,Lisboa
10117,550,1,90.0,Moita,Setúbal
10118,650,2,84.0,Foz do Douro e Nevogilde,Porto
10119,900,3,80.0,São Vicente,Lisboa
10120,500,3,110.0,Espinhosela,Bragança
10121,400,1,30.0,Amadora,Lisboa
10122,550,2,100.0,São Victor,Braga
10124,1200,1,88.0,Parque das Nações,Lisboa
10125,700,1,45.15,Oeiras,Lisboa
10127,400,0,19.0,Amadora,Lisboa
10128,690,1,60.0,Alcântara,Lisboa
10129,1600,3,103.0,Campo de Ourique,Lisboa
10130,1050,2,100.0,Loures,Lisboa
10131,425,2,80.0,Caldas da Rainha,Leiria
10132,850,2,80.0,Santa Maria Maior,Lisboa
10134,475,0,60.0,Bonfim,Porto
10135,750,2,108.0,Espinho,Aveiro
10136,1300,3,110.0,Areeiro,Lisboa
10137,570,3,104.0,Santo Tirso,Porto
10139,1000,4,91.0,Campo de Ourique,Lisboa
10140,1200,3,130.0,Faro (Sé e São Pedro),Faro
10141,750,3,160.0,Vila Nova de Famalicão,Braga
