index,price,type,size,municipality,district
2854,900,1,65.0,Avenidas Novas,Lisboa
2855,1125,2,138.0,Arroios,Lisboa
2856,1700,0,43.0,Misericórdia,Lisboa
2858,800,3,90.24,Faro (Sé e São Pedro),Faro
2859,1050,3,72.0,Campo de Ourique,Lisboa
2860,650,2,93.0,São Vicente,Braga
2861,950,1,90.0,Cascais,Lisboa
2862,750,2,84.2,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal
2863,1550,3,124.0,Avenidas Novas,Lisboa
2864,800,1,81.75,São Vicente,Lisboa
2865,1500,5,120.0,Alvalade,Lisboa
2866,1900,1,65.0,Santa Maria Maior,Lisboa
2867,650,3,136.0,Darque,Viana do Castelo
2868,1350,1,75.0,Santa Maria Maior,Lisboa
2869,2500,2,84.0,Estrela,Lisboa
2870,650,2,105.0,Valongo,Porto
2871,1200,2,90.0,São Domingos de Benfica,Lisboa
2873,1400,3,110.0,Areeiro,Lisboa
2874,900,1,68.0,Avenidas Novas,Lisboa
2875,2450,4,136.0,Cascais,Lisboa
2876,1150,2,104.0,Areeiro,Lisboa
2878,2300,2,121.0,Santa Maria Maior,Lisboa
2879,1320,2,74.0,Campo de Ourique,Lisboa
2880,1250,1,80.0,Alvalade,Lisboa
2882,2000,4,136.0,Avenidas Novas,Lisboa
2883,1200,2,120.0,Lumiar,Lisboa
2884,2100,3,141.0,Alcântara,Lisboa
2885,1670,3,120.0,Avenidas Novas,Lisboa
2886,700,2,52.0,Penha de França,Lisboa
2887,1650,3,100.0,Cascais,Lisboa
2888,1500,2,61.68,Santa Maria Maior,Lisboa
2889,1500,2,108.0,Arroios,Lisboa
2891,1300,3,82.0,São Vicente,Lisboa
2892,800,2,48.0,Sintra,Lisboa
2894,2450,4,114.0,Cascais,Lisboa
2895,1975,4,175.0,Campo de Ourique,Lisboa
2896,1300,2,122.0,Campo de Ourique,Lisboa
2897,925,2,52.0,Campo de Ourique,Lisboa
2898,1025,2,69.0,Campo de Ourique,Lisboa
2900,940,2,75.0,Alvalade,Lisboa
2901,2600,3,175.0,Campo de Ourique,Lisboa
2902,1600,3,145.0,Areeiro,Lisboa
2903,1700,4,165.0,Areeiro,Lisboa
2904,1500,1,55.0,Cascais,Lisboa
2905,1100,2,100.0,Cascais,Lisboa
2906,2500,2,55.58,Santo António,Lisboa
2907,600,2,78.0,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal
2909,1750,3,170.0,Arroios,Lisboa
2910,750,1,46.0,Oeiras,Lisboa
2911,5500,3,189.5,Cascais,Lisboa
2912,1100,1,50.0,Cascais,Lisboa
2913,1100,2,111.0,Arroios,Lisboa
2914,1750,2,85.0,Santo António,Lisboa
2915,825,2,69.0,Oeiras,Lisboa
2916,700,2,70.0,Odivelas,Lisboa
2917,2200,2,120.0,Cascais,Lisboa
2918,1500,1,90.0,Cascais,Lisboa
2919,790,0,43.0,Misericórdia,Lisboa
2920,3900,7,220.0,Santo António,Lisboa
2921,2500,3,161.0,Lumiar,Lisboa
2922,1900,3,140.0,Avenidas Novas,Lisboa
2923,690,1,70.0,Funchal,Ilha da Madeira
2924,1200,2,60.0,Santa Maria Maior,Lisboa
2925,1950,6,170.0,Avenidas Novas,Lisboa
2926,975,1,75.0,Cascais,Lisboa
2927,1100,2,75.0,Cascais,Lisboa
2928,790,1,40.0,Beato,Lisboa
2929,1100,2,55.0,Cascais,Lisboa
2930,1000,2,72.0,Santo António,Lisboa
2931,2300,2,51.0,Cascais,Lisboa
2932,1500,1,60.0,Cascais,Lisboa
2933,800,2,55.0,Santo António,Lisboa
2935,1300,1,70.0,Cascais,Lisboa
2936,800,1,50.0,Cascais,Lisboa
2937,1950,3,196.0,Campolide,Lisboa
2938,1210,2,87.0,Areeiro,Lisboa
2939,1225,2,104.0,Areeiro,Lisboa
2941,1975,3,179.0,Avenidas Novas,Lisboa
2943,975,1,51.0,Campo de Ourique,Lisboa
2944,1700,1,80.0,Cascais,Lisboa
2945,1700,1,90.0,Cascais,Lisboa
2946,5000,4,230.0,Cascais,Lisboa
2947,2900,4,115.85,Cascais,Lisboa
2948,3500,4,239.0,Avenidas Novas,Lisboa
2949,1000,2,58.0,Tavira,Faro
2950,1500,3,160.0,Santa Maria Maior,Lisboa
2951,1400,5,90.0,Avenidas Novas,Lisboa
2952,15000,7,617.0,Alvalade,Lisboa
2953,1150,3,130.0,Cascais,Lisboa
2954,1500,1,53.0,Cascais,Lisboa
2955,1950,3,130.0,Parque das Nações,Lisboa
2956,1200,3,108.0,Misericórdia,Lisboa
2957,750,3,67.56,Mafra,Lisboa
2958,1900,4,155.0,Cascais,Lisboa
2959,1650,4,280.0,Campanhã,Porto
2960,700,2,110.0,São Victor,Braga
2961,1325,2,112.0,Vila Nova de Gaia,Porto
2962,375,0,45.0,Gualtar,Braga
2963,2500,3,168.0,Avenidas Novas,Lisboa
2964,600,1,50.0,Vila Nova de Gaia,Porto
2965,1250,4,138.71,Albufeira,Faro
2966,1200,3,125.0,Odivelas,Lisboa
2967,680,1,50.0,Oeiras,Lisboa
2968,800,3,118.0,Braga (São José de São Lázaro e São João do Souto),Braga
2969,2800,3,170.1,Santo António,Lisboa
2970,650,0,41.9,Matosinhos,Porto
2972,950,1,79.0,Parque das Nações,Lisboa
2973,500,0,47.0,Glória e Vera Cruz,Aveiro
2974,1800,4,184.0,Oeiras,Lisboa
2975,700,2,86.0,Sintra,Lisboa
2976,1250,2,96.0,Parque das Nações,Lisboa
2977,2100,3,98.0,Misericórdia,Lisboa
2978,1650,3,142.0,Oeiras,Lisboa
2979,2500,4,135.0,Estrela,Lisboa
2980,650,2,65.0,Almada,Setúbal
2981,700,3,130.0,Matosinhos,Porto
2982,850,2,53.0,Cascais,Lisboa
2983,900,2,100.0,São Domingos de Benfica,Lisboa
2984,700,1,70.0,Funchal,Ilha da Madeira
2985,600,1,60.0,Sintra,Lisboa
2986,1200,3,120.0,Odivelas,Lisboa
2987,550,1,40.0,Ramalde,Porto
2988,850,2,116.0,Glória e Vera Cruz,Aveiro
2989,1150,1,47.0,Avenidas Novas,Lisboa
2990,480,0,40.0,Santo António dos Olivais,Coimbra
2991,1200,3,119.0,Lumiar,Lisboa
2992,1100,2,68.0,Estrela,Lisboa
2993,1550,3,126.0,Lumiar,Lisboa
2995,800,2,70.0,Benfica,Lisboa
2996,600,1,45.0,Ramalde,Porto
2997,900,2,65.0,Santa Maria Maior,Lisboa
2998,1650,3,157.0,Cascais,Lisboa
2999,900,2,87.0,Alcântara,Lisboa
3000,1000,3,113.0,Loures,Lisboa
3002,600,0,35.0,Matosinhos,Porto
3003,650,2,85.0,Vila Nova de Gaia,Porto
3004,1700,3,125.0,Cascais,Lisboa
3005,1000,4,96.0,Almada,Setúbal
3006,1150,1,55.0,Avenidas Novas,Lisboa
3007,680,2,69.0,Seixal,Setúbal
3008,600,2,112.0,Santo António dos Olivais,Coimbra
3010,500,0,45.0,Matosinhos,Porto
3011,1590,4,135.0,Avenidas Novas,Lisboa
3012,8000,3,215.0,Estrela,Lisboa
3013,470,0,29.0,São Nicolau e Vitória,Porto
3014,700,1,45.0,Matosinhos,Porto
3015,1200,3,180.0,Vila Nova de Gaia,Porto
3016,1500,2,120.0,Vila Nova de Gaia,Porto
3017,1700,4,225.0,Ramalde,Porto
3018,1100,1,50.8,Arroios,Lisboa
3019,800,2,80.0,Paranhos,Porto
3020,400,1,38.33,Almedina e São Bartolomeu),Coimbra
3021,790,1,105.0,Lordelo do Ouro e Massarelos,Porto
3023,1000,2,65.0,Parque das Nações,Lisboa
3025,380,2,77.0,Entroncamento,Santarém
3026,1350,5,170.0,Lordelo do Ouro e Massarelos,Porto
3027,1200,3,120.0,Foz do Douro e Nevogilde,Porto
3028,1100,3,110.0,Matosinhos,Porto
3029,2990,4,174.89,Lumiar,Lisboa
3030,750,3,162.0,Maia,Porto
3032,900,1,51.0,Avenidas Novas,Lisboa
3033,650,2,65.0,Odivelas,Lisboa
3034,625,1,58.57,São Nicolau e Vitória,Porto
3036,630,1,66.0,Caldas da Rainha,Leiria
3037,1200,1,59.4,Avenidas Novas,Lisboa
3038,500,1,50.0,Vila Nova de Gaia,Porto
3039,450,1,45.0,Matosinhos,Porto
3040,790,2,140.0,Ramalde,Porto
3041,850,1,46.0,Parque das Nações,Lisboa
3042,1400,2,90.0,Areeiro,Lisboa
3043,5500,3,169.0,Santo António,Lisboa
3045,650,3,95.0,Montijo,Setúbal
3046,1400,3,92.6,Santa Maria Maior,Lisboa
3047,1500,2,90.0,Santo António,Lisboa
3048,1200,2,80.0,Areeiro,Lisboa
3049,825,2,85.0,Santa Clara,Lisboa
3050,900,2,90.0,Areeiro,Lisboa
3051,475,0,46.0,Cacia,Aveiro
3052,900,3,115.0,São Nicolau e Vitória,Porto
3054,650,3,89.0,Vila Nova de Gaia,Porto
3055,1850,4,155.0,Belém,Lisboa
3056,2000,2,127.9,Oeiras,Lisboa
3057,2500,3,170.0,Avenidas Novas,Lisboa
3058,2500,1,67.21,Santo António,Lisboa
3059,2950,7,221.0,Avenidas Novas,Lisboa
3060,650,2,82.0,Almada,Setúbal
3062,2950,6,343.0,Avenidas Novas,Lisboa
3063,950,2,85.0,São Domingos de Benfica,Lisboa
3064,1700,4,135.0,Avenidas Novas,Lisboa
3065,950,2,100.0,Penha de França,Lisboa
3066,960,3,120.0,Paranhos,Porto
3067,1800,3,139.46,Avenidas Novas,Lisboa
3068,950,2,75.0,Loures,Lisboa
3069,2000,2,109.0,Santa Maria Maior,Lisboa
3070,1400,3,130.0,Belém,Lisboa
3071,430,0,34.0,Santo António dos Olivais,Coimbra
3072,750,1,60.0,Belém,Lisboa
3074,750,1,46.0,Oeiras,Lisboa
3075,1100,1,70.0,Funchal,Ilha da Madeira
3076,2700,1,78.0,Santo António,Lisboa
3077,1200,2,130.0,Campanhã,Porto
3079,1000,2,74.0,São Domingos de Benfica,Lisboa
3080,770,3,75.0,Olivais,Lisboa
3081,650,2,80.0,Vila Nova de Gaia,Porto
3082,1450,2,100.0,Parque das Nações,Lisboa
3084,1150,2,78.0,Parque das Nações,Lisboa
3085,1300,3,114.0,Montijo,Setúbal
3086,550,0,35.0,Glória e Vera Cruz,Aveiro
3087,750,2,67.0,Odivelas,Lisboa
3088,1550,2,135.0,Matosinhos,Porto
3089,550,1,52.0,Gondomar,Porto
3090,700,1,74.84,São Nicolau e Vitória,Porto
3091,740,2,65.0,Almada,Setúbal
3092,650,1,75.0,Paranhos,Porto
3093,750,0,37.91,Campanhã,Porto
3094,2000,3,140.0,Belém,Lisboa
3095,1200,2,139.6,União de Freguesias da cidade de Santarém,Santarém
3096,1650,4,195.0,Paranhos,Porto
3099,725,3,132.5,Maia,Porto
3100,1600,3,110.0,Cascais,Lisboa
3101,740,1,63.0,Foz do Douro e Nevogilde,Porto
3102,2250,3,150.0,Foz do Douro e Nevogilde,Porto
3104,850,2,93.0,Oeiras,Lisboa
3105,1000,2,90.0,Estrela,Lisboa
3106,700,3,68.0,Estrela,Lisboa
3107,690,2,66.0,Oeiras,Lisboa
3108,750,3,125.0,São Vicente,Braga
3109,1400,2,40.0,Misericórdia,Lisboa
3110,1400,3,138.27,Oeiras,Lisboa
3111,900,3,123.0,Aradas,Aveiro
3112,950,3,140.0,Fraião e Lamaçães,Braga
3113,850,3,116.0,Montijo,Setúbal
3114,900,1,100.0,Santo António,Lisboa
3115,650,2,70.0,Vila Real de Santo António,Faro
3116,1100,2,69.0,Campo de Ourique,Lisboa
3117,350,3,87.27,Abrantes,Santarém
3118,850,1,50.0,Parque das Nações,Lisboa
3119,950,2,110.0,Oeiras,Lisboa
3120,1200,2,81.51,Cascais,Lisboa
3121,950,2,100.0,Alvalade,Lisboa
3122,625,1,56.0,Benfica,Lisboa
3124,900,1,73.0,Ramalde,Porto
3125,800,2,71.0,Sintra,Lisboa
3126,800,1,60.0,Paranhos,Porto
3127,900,0,45.0,Foz do Douro e Nevogilde,Porto
3128,750,1,45.0,Foz do Douro e Nevogilde,Porto
3129,1000,3,114.0,São Nicolau e Vitória,Porto
3130,1200,2,94.0,Cascais,Lisboa
3131,1000,2,95.0,Lagos,Faro
3132,2400,1,67.21,Santo António,Lisboa
3133,1400,2,120.0,Cascais,Lisboa
3134,1300,3,135.0,Arroios,Lisboa
3135,600,1,65.0,Vila Nova de Gaia,Porto
3136,850,2,90.0,Foz do Douro e Nevogilde,Porto
3138,1300,2,97.36,Oeiras,Lisboa
3139,1490,3,110.0,Cascais,Lisboa
3142,900,2,100.0,Ramalde,Porto
3143,850,2,60.0,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal
3145,650,2,81.0,Ramalde,Porto
3146,600,1,73.0,Bonfim,Porto
3147,750,2,80.0,Maia,Porto
3148,750,1,45.0,Misericórdia,Lisboa
3149,800,1,43.0,Campo de Ourique,Lisboa
3150,980,3,94.0,Oeiras,Lisboa
3151,2750,3,150.0,Oeiras,Lisboa
3152,1980,3,158.0,São Domingos de Benfica,Lisboa
3153,950,3,100.0,Vila Nova de Gaia,Porto
3154,1500,4,140.0,Vila Nova de Gaia,Porto
3155,700,3,80.0,Valongo,Porto
3156,1200,1,74.0,Misericórdia,Lisboa
3157,1000,3,80.0,Arroios,Lisboa
3158,850,2,95.0,Oeiras,Lisboa
3159,900,2,65.0,São Nicolau e Vitória,Porto
3163,950,1,68.0,São Nicolau e Vitória,Porto
3166,1100,2,67.0,Benfica,Lisboa
3167,1350,4,132.0,Cascais,Lisboa
3168,1500,2,107.4,Parque das Nações,Lisboa
3169,1550,3,123.0,São Domingos de Benfica,Lisboa
3170,600,2,76.0,Barreiro,Setúbal
3171,650,1,40.0,Oeiras,Lisboa
3172,645,3,69.0,Benfica,Lisboa
3173,940,2,70.0,Belém,Lisboa
3174,800,2,55.0,Loures,Lisboa
3175,2200,4,128.0,Campolide,Lisboa
3176,680,2,72.0,Amadora,Lisboa
3177,700,2,72.0,Amadora,Lisboa
3178,490,3,100.0,Ponte de Lima,Viana do Castelo
3179,650,3,115.0,Maia,Porto
3180,849,1,55.0,São Vicente,Lisboa
3181,970,4,178.8,Vila Nova de Gaia,Porto
3183,1900,3,131.0,Cascais,Lisboa
3184,650,3,110.0,Sé e Cividade),Braga
3185,500,1,55.0,Loulé,Faro
3186,550,1,70.0,São Victor,Braga
3187,1600,2,94.0,Oeiras,Lisboa
3188,1100,2,65.0,Campo de Ourique,Lisboa
3189,950,3,75.0,Sintra,Lisboa
3190,2800,3,188.0,Vila Nova de Gaia,Porto
3191,1650,3,153.0,Avenidas Novas,Lisboa
3192,650,0,34.0,São Nicolau e Vitória,Porto
3193,1650,5,195.0,Paranhos,Porto
3194,700,1,48.0,Braga (São José de São Lázaro e São João do Souto),Braga
3195,890,2,60.0,Braga (São José de São Lázaro e São João do Souto),Braga
3196,1700,2,87.44,Matosinhos,Porto
3197,775,2,75.0,Arroios,Lisboa
3198,700,2,55.0,Beato,Lisboa
3199,900,1,70.0,Lumiar,Lisboa
3200,850,2,90.0,Avenidas Novas,Lisboa
3201,1490,2,150.0,Oeiras,Lisboa
3202,1100,2,79.25,Oeiras,Lisboa
3203,2200,2,104.0,Cascais,Lisboa
3204,3000,2,104.4,Santo António,Lisboa
3205,1900,3,140.0,Cascais,Lisboa
3206,750,2,87.0,Oeiras,Lisboa
3207,3000,3,180.0,Estrela,Lisboa
3208,2750,3,130.0,Oeiras,Lisboa
3210,1550,2,125.0,Cascais,Lisboa
3211,3650,4,200.0,Estrela,Lisboa
3213,5750,4,209.0,Belém,Lisboa
3214,1650,3,136.0,Lumiar,Lisboa
3215,750,0,82.0,São Nicolau e Vitória,Porto
3216,600,0,24.0,Bonfim,Porto
3217,1360,2,110.0,Parque das Nações,Lisboa
3218,1400,2,120.0,Cascais,Lisboa
3219,970,2,75.0,Lumiar,Lisboa
3221,600,2,110.0,Vila Nova de Gaia,Porto
3222,850,2,52.0,Arroios,Lisboa
3223,1100,2,72.0,Avenidas Novas,Lisboa
3224,1100,1,88.0,Parque das Nações,Lisboa
3225,790,2,96.0,Maia,Porto
3226,650,2,60.0,São Nicolau e Vitória,Porto
3227,1150,3,140.0,Vila Nova de Gaia,Porto
3229,1600,3,120.0,Campo de Ourique,Lisboa
3230,2500,3,147.0,Foz do Douro e Nevogilde,Porto
3231,1050,3,94.4,Foz do Douro e Nevogilde,Porto
3232,725,3,106.0,Odivelas,Lisboa
3233,900,2,100.0,Arroios,Lisboa
3234,800,2,84.0,Loulé,Faro
3235,550,1,36.36,São Nicolau e Vitória,Porto
3238,550,1,35.5,São Nicolau e Vitória,Porto
3239,600,1,45.2,São Nicolau e Vitória,Porto
3240,650,1,60.0,Paranhos,Porto
3241,4300,4,240.0,Avenidas Novas,Lisboa
3242,1540,3,142.0,Loures,Lisboa
3243,950,5,70.0,São Nicolau e Vitória,Porto
3244,750,2,70.0,Ramalde,Porto
3245,700,2,54.0,Lordelo do Ouro e Massarelos,Porto
3246,900,3,116.35,Portimão,Faro
3247,1500,2,95.0,Loulé,Faro
3248,700,2,62.0,Bonfim,Porto
3249,170000,3,125.0,Montijo,Setúbal
3250,900,2,80.0,Sintra,Lisboa
3251,1400,2,115.0,Cascais,Lisboa
3252,1000,5,130.0,Bonfim,Porto
3253,750,2,90.0,Braga (São José de São Lázaro e São João do Souto),Braga
3254,900,1,67.0,Ramalde,Porto
3255,950,1,66.0,Ramalde,Porto
3256,1900,3,110.0,Cascais,Lisboa
3257,1200,2,84.2,Alcântara,Lisboa
3258,2000,3,129.48,Cascais,Lisboa
3260,700,3,90.0,Vila Nova de Gaia,Porto
3262,1950,4,163.5,Benfica,Lisboa
3263,1900,5,150.0,Ramalde,Porto
3264,1400,2,85.0,Cascais,Lisboa
3265,1650,4,166.0,São Domingos de Benfica,Lisboa
3266,749,2,55.0,Olivais,Lisboa
3267,1250,1,61.0,Santa Maria Maior,Lisboa
3268,1550,3,128.0,São Domingos de Benfica,Lisboa
3269,850,2,80.0,Loures,Lisboa
3270,1050,1,70.0,Misericórdia,Lisboa
3271,7500,3,233.0,Santo António,Lisboa
3272,1150,1,60.0,Almada,Setúbal
3273,1300,2,90.0,Odivelas,Lisboa
3274,1600,1,50.0,Cascais,Lisboa
3275,1800,4,122.0,Foz do Douro e Nevogilde,Porto
3276,1200,3,111.0,Foz do Douro e Nevogilde,Porto
3277,1000,2,87.0,Portimão,Faro
3279,450,1,70.0,Gondomar,Porto
3280,650,0,40.95,Oeiras,Lisboa
3281,1800,3,89.5,Parque das Nações,Lisboa
3282,750,2,56.0,Olivais,Lisboa
3283,1300,4,150.0,Estrela,Lisboa
3284,2400,2,96.0,Santo António,Lisboa
3285,650,1,50.0,São Nicolau e Vitória,Porto
3286,1300,2,70.0,Carnide,Lisboa
3287,780,1,55.0,Penha de França,Lisboa
3288,450,1,34.0,Moita,Setúbal
3289,900,2,60.0,Alvalade,Lisboa
3290,3200,4,240.0,Estrela,Lisboa
3291,650,2,81.5,Viseu,Viseu
3292,900,3,134.0,Sé e Cividade),Braga
3293,650,0,50.0,Matosinhos,Porto
3294,1600,1,75.0,Santo António,Lisboa
3296,1800,1,75.0,Avenidas Novas,Lisboa
3298,1350,3,104.0,Lumiar,Lisboa
3299,1200,2,50.0,Campo de Ourique,Lisboa
3300,4300,5,275.0,Estrela,Lisboa
3301,900,3,77.0,Almada,Setúbal
3302,600,1,70.0,Fraião e Lamaçães,Braga
3303,1200,2,69.0,Benfica,Lisboa
3304,550,3,125.0,São Vicente,Braga
3305,1650,3,120.0,Alvalade,Lisboa
3306,2000,3,165.0,Cascais,Lisboa
3307,750,3,131.0,Vila Nova de Famalicão,Braga
3308,6000,4,310.0,Penha de França,Lisboa
3309,900,2,57.51,Mafra,Lisboa
3310,1200,3,150.0,São Domingos de Benfica,Lisboa
3311,1300,3,100.0,Oeiras,Lisboa
3312,1450,2,130.0,Matosinhos,Porto
3313,950,3,90.0,Bonfim,Porto
3314,1500,3,115.0,Cascais,Lisboa
3315,1100,4,150.0,Povoa de Varzim,Porto
3316,1500,2,95.0,Cascais,Lisboa
3317,1500,2,100.0,Funchal,Ilha da Madeira
3318,1150,2,60.0,Arroios,Lisboa
3319,550,2,111.0,São Victor,Braga
3320,2400,3,148.0,Campo de Ourique,Lisboa
3322,2950,5,220.9,Avenidas Novas,Lisboa
3323,3250,4,202.41,Avenidas Novas,Lisboa
3324,3750,5,335.0,Avenidas Novas,Lisboa
3325,700,3,135.0,São Vicente,Braga
3326,600,3,85.0,Valongo,Porto
3327,850,1,50.0,Foz do Douro e Nevogilde,Porto
3328,1800,4,150.0,Odivelas,Lisboa
3329,850,1,52.0,São Nicolau e Vitória,Porto
3330,900,3,9.0,Portimão,Faro
3332,750,2,70.0,Seixal,Setúbal
3333,650,2,91.0,Vila Franca de Xira,Lisboa
3334,650,2,63.0,Vila Nova de Gaia,Porto
3335,1150,2,117.0,São Nicolau e Vitória,Porto
3336,3000,3,194.0,Santo António,Lisboa
3337,1100,1,60.0,Cascais,Lisboa
3338,750,3,95.0,Maia,Porto
3339,625,1,70.0,Ramalde,Porto
3340,1500,3,128.2,Cascais,Lisboa
3341,1200,3,126.0,Montijo,Setúbal
3342,3150,7,212.0,Avenidas Novas,Lisboa
3343,2200,2,70.0,Cascais,Lisboa
3344,800,1,63.0,Marvila,Lisboa
3345,1700,3,116.0,Ramalde,Porto
3346,2500,2,103.0,Campolide,Lisboa
3348,1200,1,120.0,São Vicente,Lisboa
3349,575,1,75.0,Santo António dos Olivais,Coimbra
3350,1200,3,85.0,Cascais,Lisboa
3351,670,1,40.0,Santa Maria Maior,Lisboa
3352,650,2,71.0,Bonfim,Porto
3353,1000,2,99.0,Oeiras,Lisboa
3354,3800,4,234.0,Cascais,Lisboa
3355,750,2,84.3,Ramalde,Porto
3356,700,1,65.0,Matosinhos,Porto
3357,3750,8,349.0,Avenidas Novas,Lisboa
3358,850,2,86.0,Foz do Douro e Nevogilde,Porto
3359,1250,2,95.0,Campo de Ourique,Lisboa
3360,675,0,38.0,Campanhã,Porto
3361,1700,3,112.11,Cascais,Lisboa
3362,1690,4,181.0,Oeiras,Lisboa
3363,3000,4,220.0,Campolide,Lisboa
3364,950,1,68.0,Bonfim,Porto
3365,1150,1,125.8,Arroios,Lisboa
3366,750,2,95.0,Povoa de Varzim,Porto
3367,1300,2,107.0,Ramalde,Porto
3368,3150,5,236.53,Avenidas Novas,Lisboa
3370,1400,1,83.0,Lumiar,Lisboa
3371,1100,2,85.0,São Vicente,Lisboa
3372,800,1,63.0,Areeiro,Lisboa
3373,750,2,87.3,Glória e Vera Cruz,Aveiro
3374,1200,3,87.0,São Domingos de Benfica,Lisboa
3375,700,1,70.0,Matosinhos,Porto
3376,1990,2,110.0,Cascais,Lisboa
3377,1100,3,100.0,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal
3378,1500,2,125.0,Misericórdia,Lisboa
3379,2000,2,82.0,Misericórdia,Lisboa
3380,950,2,80.0,Santa Clara,Lisboa
3381,2400,5,186.0,Foz do Douro e Nevogilde,Porto
3382,700,1,36.0,Oeiras,Lisboa
3383,750,2,120.0,Braga (São José de São Lázaro e São João do Souto),Braga
3384,525,0,40.0,Lordelo do Ouro e Massarelos,Porto
3385,580,0,36.0,Paranhos,Porto
3386,1000,2,126.0,Ramalde,Porto
3387,2100,3,120.0,Matosinhos,Porto
3388,850,3,90.0,Bonfim,Porto
3390,950,2,90.0,Matosinhos,Porto
3391,900,3,143.0,Glória e Vera Cruz,Aveiro
3392,1050,3,150.0,Paranhos,Porto
3393,750,1,52.0,Cascais,Lisboa
3394,750,4,172.0,Covilhã,Castelo Branco
3395,650,2,69.42,Valongo,Porto
3396,750,1,42.0,Campo de Ourique,Lisboa
3397,2900,3,115.0,Parque das Nações,Lisboa
3398,1700,4,165.0,Alvalade,Lisboa
3399,2490,2,110.0,Santo António,Lisboa
3400,1150,3,160.0,Loures,Lisboa
3401,2500,3,180.0,Avenidas Novas,Lisboa
3402,650,2,79.0,Esgueira,Aveiro
3403,3800,2,107.0,Misericórdia,Lisboa
3404,650,2,85.0,Seixal,Setúbal
3405,2500,3,152.0,Benfica,Lisboa
3406,1000,3,200.0,Vila Nova de Gaia,Porto
3407,650,3,110.0,Braga (São José de São Lázaro e São João do Souto),Braga
3408,4000,5,223.8,Vila Nova de Gaia,Porto
3409,780,1,60.0,Penha de França,Lisboa
3410,1050,0,62.0,Misericórdia,Lisboa
3411,1300,3,137.0,Vila Nova de Gaia,Porto
3412,365,1,63.0,Estarreja,Aveiro
3414,1050,2,59.0,São Domingos de Benfica,Lisboa
3415,2600,3,140.0,Matosinhos,Porto
3416,800,1,50.0,São Nicolau e Vitória,Porto
3417,1250,3,133.0,Vila do Conde,Porto
3418,2500,2,134.35,Santo António,Lisboa
3419,599,2,65.0,Odivelas,Lisboa
3420,900,2,80.0,Misericórdia,Lisboa
3421,900,4,200.0,São Victor,Braga
3422,500,2,80.0,Sé e Cividade),Braga
3423,700,4,160.0,São Victor,Braga
3424,600,1,55.0,Almedina e São Bartolomeu),Coimbra
3425,3500,2,155.0,Misericórdia,Lisboa
3426,1150,2,98.0,Cascais,Lisboa
3427,11500,10,860.0,Avenidas Novas,Lisboa
3428,1400,3,115.0,São Domingos de Benfica,Lisboa
3429,950,1,50.0,Lumiar,Lisboa
3430,1770,0,50.0,Cascais,Lisboa
3431,800,2,76.0,Amadora,Lisboa
3432,950,3,125.0,Montijo,Setúbal
3433,800,2,74.0,Cascais,Lisboa
3434,800,2,66.0,Amadora,Lisboa
3435,850,4,110.0,Amadora,Lisboa
3436,550,1,50.0,Vila Nova de Gaia,Porto
3437,1650,2,80.0,Cascais,Lisboa
3438,700,1,45.0,Avenidas Novas,Lisboa
3439,750,1,45.0,Avenidas Novas,Lisboa
3440,1200,1,70.0,Areeiro,Lisboa
3442,2300,7,140.0,Santo António,Lisboa
3444,950,1,52.0,Parque das Nações,Lisboa
3445,900,1,64.0,Parque das Nações,Lisboa
3446,600,1,57.0,Vila Nova de Gaia,Porto
3447,600,2,80.0,Lagos,Faro
3448,500,1,40.0,Bonfim,Porto
3449,700,4,136.0,Espinho,Aveiro
3450,1150,1,70.0,Cascais,Lisboa
3451,800,2,55.0,Loures,Lisboa
3452,680,3,113.2,Barreira e Cortes,Leiria
3453,750,2,75.0,Benfica,Lisboa
3454,850,3,100.0,Oeiras,Lisboa
3455,1200,2,75.0,Santo António,Lisboa
3456,1000,2,75.0,Areeiro,Lisboa
3457,890,0,97.0,São Nicolau e Vitória,Porto
3458,895,2,90.0,São Nicolau e Vitória,Porto
3459,2200,2,103.11,Santo António,Lisboa
3460,2500,3,180.0,Foz do Douro e Nevogilde,Porto
3461,750,2,80.0,São Vicente,Lisboa
3462,1400,2,130.0,Belém,Lisboa
3463,650,0,62.0,Benfica,Lisboa
3464,1100,3,78.21,Odivelas,Lisboa
3466,1390,1,55.0,Avenidas Novas,Lisboa
3467,3000,4,133.5,Alvalade,Lisboa
3468,1150,1,52.0,Alvalade,Lisboa
3469,2300,2,107.0,Cascais,Lisboa
3470,2000,3,129.0,São Vicente,Lisboa
3471,900,2,77.0,Santa Maria Maior,Lisboa
3472,1750,3,135.0,São Nicolau e Vitória,Porto
3473,750,3,136.0,Gondomar,Porto
3474,600,0,43.0,Campanhã,Porto
3475,1450,3,131.55,Oeiras,Lisboa
3476,1100,1,102.0,Foz do Douro e Nevogilde,Porto
3477,950,2,90.0,Carnide,Lisboa
3478,740,2,63.0,Sintra,Lisboa
3479,900,2,70.0,Marvila,Lisboa
3480,1700,3,129.6,Alvalade,Lisboa
3482,2150,3,164.0,Avenidas Novas,Lisboa
3483,1900,4,113.0,Foz do Douro e Nevogilde,Porto
3485,1900,5,150.0,São Nicolau e Vitória,Porto
